Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,unnamed:0
1567,Datsun GO,Datsun,GO,4,31000,Dealer,Petrol,Manual,20.63,1198,67.0,5,285000,1219
1568,Datsun GO,Datsun,GO,5,29823,Dealer,Petrol,Manual,20.63,1198,67.0,5,295000,1220
1569,Datsun GO,Datsun,GO,3,22000,Dealer,Petrol,Manual,19.44,1198,67.0,7,400000,1221
1570,Datsun GO,Datsun,GO,4,23142,Dealer,Petrol,Manual,19.83,1198,67.0,5,360000,1222
1572,Datsun GO,Datsun,GO,6,73000,Dealer,Petrol,Manual,20.63,1198,67.0,5,350000,1223
1573,Datsun GO,Datsun,GO,5,40000,Dealer,Petrol,Manual,20.63,1198,67.0,5,335000,1224
1575,Datsun GO,Datsun,GO,5,58000,Dealer,Petrol,Manual,20.62,1198,67.0,7,285000,1225
1576,Datsun GO,Datsun,GO,3,10177,Dealer,Petrol,Manual,20.62,1198,67.0,7,349000,1226
1577,Datsun GO,Datsun,GO,5,36583,Dealer,Petrol,Manual,20.63,1198,67.0,5,240000,1227
1579,Datsun GO,Datsun,GO,6,27000,Dealer,Petrol,Manual,19.44,1198,67.0,7,295000,1228
1580,Datsun GO,Datsun,GO,6,56000,Dealer,Petrol,Manual,19.44,1198,67.0,7,395000,1229
1581,Datsun GO,Datsun,GO,6,35000,Individual,Petrol,Manual,19.44,1198,67.0,7,350000,1230
1582,Datsun GO,Datsun,GO,3,10000,Individual,Petrol,Manual,20.62,1198,67.0,7,480000,1231
1583,Datsun GO,Datsun,GO,6,35000,Individual,Petrol,Manual,19.44,1198,67.0,7,400000,1232
1584,Datsun GO,Datsun,GO,5,33350,Individual,Petrol,Manual,19.44,1198,67.0,7,320000,1233
1585,Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,500000,1234
1587,Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,469000,1235
1589,Datsun GO,Datsun,GO,5,58000,Individual,Petrol,Manual,19.44,1198,67.0,7,460000,1236
1590,Datsun GO,Datsun,GO,3,68000,Individual,Petrol,Manual,19.83,1198,67.0,5,370000,1237
1592,Datsun GO,Datsun,GO,6,70000,Individual,Petrol,Manual,20.62,1198,67.0,7,300000,1238
1593,Datsun GO,Datsun,GO,3,21500,Individual,Petrol,Manual,20.63,1198,67.0,5,430000,1239
1595,Datsun GO,Datsun,GO,4,24000,Individual,Petrol,Manual,19.44,1198,67.0,7,425000,1240
1596,Datsun GO,Datsun,GO,5,50000,Individual,Petrol,Manual,20.63,1198,67.0,5,235000,1241
1597,Datsun GO,Datsun,GO,4,12000,Individual,Petrol,Manual,20.63,1198,67.0,5,400000,1242
1598,Datsun GO,Datsun,GO,5,30000,Individual,Petrol,Manual,19.44,1198,67.0,7,450000,1243
1599,Datsun GO,Datsun,GO,5,50000,Individual,Petrol,Manual,19.44,1198,67.0,7,350000,1244
1600,Datsun GO,Datsun,GO,5,40000,Individual,Petrol,Manual,19.44,1198,67.0,7,400000,1245
1601,Datsun GO,Datsun,GO,5,15000,Individual,Petrol,Manual,19.44,1198,67.0,7,350000,1246
1602,Datsun GO,Datsun,GO,5,29500,Individual,Petrol,Manual,20.63,1198,67.0,5,310000,1247
1603,Datsun GO,Datsun,GO,4,40000,Individual,Petrol,Manual,19.44,1198,67.0,7,430000,1248
1604,Datsun GO,Datsun,GO,5,30000,Individual,Petrol,Manual,19.44,1198,67.0,7,300000,1249
1605,Datsun GO,Datsun,GO,4,40000,Individual,Petrol,Manual,19.44,1198,67.0,7,421000,1250
1606,Datsun GO,Datsun,GO,2,10000,Individual,Petrol,Manual,19.83,1198,67.0,5,444000,1251
1609,Datsun GO,Datsun,GO,4,35000,Individual,Petrol,Manual,19.44,1198,67.0,7,350000,1252
1610,Datsun GO,Datsun,GO,3,8000,Individual,Petrol,Manual,19.83,1198,67.0,7,600000,1253
1611,Datsun GO,Datsun,GO,3,30000,Individual,Petrol,Manual,19.83,1198,67.0,7,410000,1254
1612,Datsun GO,Datsun,GO,5,52000,Individual,Petrol,Manual,19.44,1198,67.0,7,320000,1255
1613,Datsun GO,Datsun,GO,5,60000,Individual,Petrol,Manual,20.63,1198,67.0,5,320000,1256
1615,Datsun GO,Datsun,GO,5,20000,Individual,Petrol,Manual,20.62,1198,67.0,7,350000,1257
1616,Datsun GO,Datsun,GO,3,30202,Individual,Petrol,Manual,20.62,1198,67.0,7,390000,1258
1617,Datsun GO,Datsun,GO,7,40000,Individual,Petrol,Manual,20.63,1198,67.0,5,200000,1259
1618,Datsun GO,Datsun,GO,5,60000,Individual,Petrol,Manual,19.44,1198,67.0,7,350000,1260
1619,Datsun GO,Datsun,GO,6,30000,Individual,Petrol,Manual,20.63,1198,67.0,5,225000,1261
1620,Datsun GO,Datsun,GO,5,70000,Individual,Petrol,Manual,20.63,1198,67.0,5,180000,1262
1621,Datsun GO,Datsun,GO,3,9600,Individual,Petrol,Manual,19.83,1198,67.0,7,650000,1263
1623,Datsun GO,Datsun,GO,6,30000,Individual,Petrol,Manual,20.63,1198,67.0,5,276000,1264
1624,Datsun GO,Datsun,GO,3,9605,Individual,Petrol,Manual,19.83,1198,67.0,7,530000,1265
1625,Datsun GO,Datsun,GO,5,11650,Individual,Petrol,Manual,19.44,1198,67.0,7,450000,1266
1626,Datsun GO,Datsun,GO,5,30000,Individual,Petrol,Manual,20.63,1198,67.0,5,320000,1267
1629,Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,20.63,1198,67.0,5,295000,1268
1630,Datsun GO,Datsun,GO,2,23000,Individual,Petrol,Manual,19.83,1198,67.0,5,415000,1269
1631,Datsun GO,Datsun,GO,2,11800,Individual,Petrol,Manual,19.83,1198,67.0,7,575000,1270
1633,Datsun GO,Datsun,GO,3,50000,Individual,Petrol,Manual,20.62,1198,67.0,7,440000,1271
1634,Datsun GO,Datsun,GO,7,35000,Individual,Petrol,Manual,20.63,1198,67.0,5,190000,1272
1636,Datsun GO,Datsun,GO,5,15000,Individual,Petrol,Manual,20.63,1198,67.0,5,320000,1273
1637,Datsun GO,Datsun,GO,6,45000,Individual,Petrol,Manual,19.44,1198,67.0,7,275000,1274
1638,Datsun GO,Datsun,GO,2,3300,Individual,Petrol,Manual,19.83,1198,67.0,5,490000,1275
1639,Datsun GO,Datsun,GO,3,60000,Individual,Petrol,Manual,19.83,1198,67.0,7,375000,1276
1640,Datsun GO,Datsun,GO,3,35000,Individual,Petrol,Manual,19.44,1198,67.0,7,410000,1277
1641,Datsun GO,Datsun,GO,5,120000,Individual,Petrol,Manual,20.62,1198,67.0,7,200000,1278
1643,Datsun GO,Datsun,GO,6,70000,Individual,Petrol,Manual,19.44,1198,67.0,7,350000,1280
1646,Datsun GO,Datsun,GO,6,110000,Individual,Petrol,Manual,19.44,1198,67.0,7,280000,1281
1647,Datsun GO,Datsun,GO,7,40000,Individual,Petrol,Manual,20.63,1198,67.0,5,225000,1282
1648,Renault KWID,Renault,KWID,2,5700,Dealer,Petrol,Manual,23.01,999,67.0,5,360000,1283
1649,Renault KWID,Renault,KWID,5,95518,Dealer,Petrol,Manual,23.01,999,67.0,5,295000,1284
1650,Renault KWID,Renault,KWID,4,19000,Dealer,Petrol,Automatic,24.04,999,67.0,5,365000,1285
1651,Renault KWID,Renault,KWID,4,33000,Dealer,Petrol,Manual,23.01,999,67.0,5,360000,1286
1654,Renault KWID,Renault,KWID,3,36000,Dealer,Petrol,Automatic,24.04,999,67.0,5,395000,1287
1655,Renault KWID,Renault,KWID,3,10000,Dealer,Petrol,Manual,23.01,999,67.0,5,385000,1288
1656,Renault KWID,Renault,KWID,4,54000,Dealer,Petrol,Automatic,24.04,999,67.0,5,345000,1289
1657,Renault KWID,Renault,KWID,4,36000,Dealer,Petrol,Automatic,24.04,999,67.0,5,411000,1290
1658,Renault KWID,Renault,KWID,4,35000,Dealer,Petrol,Automatic,24.04,999,67.0,5,349000,1291
1659,Renault KWID,Renault,KWID,3,15300,Dealer,Petrol,Manual,23.01,999,67.0,5,411000,1292
1660,Renault KWID,Renault,KWID,4,11000,Dealer,Petrol,Automatic,24.04,999,67.0,5,400000,1293
1661,Renault KWID,Renault,KWID,4,18000,Dealer,Petrol,Manual,23.01,999,67.0,5,315000,1294
1662,Renault KWID,Renault,KWID,4,19200,Dealer,Petrol,Automatic,24.04,999,67.0,5,349000,1295
1664,Renault KWID,Renault,KWID,3,42000,Dealer,Petrol,Manual,23.01,999,67.0,5,400000,1296
1665,Renault KWID,Renault,KWID,4,8560,Dealer,Petrol,Automatic,24.04,999,67.0,5,371000,1297
1666,Renault KWID,Renault,KWID,5,51000,Dealer,Petrol,Manual,21.74,999,67.0,5,315000,1298
1667,Renault KWID,Renault,KWID,3,15235,Dealer,Petrol,Manual,23.01,999,67.0,5,410000,1299
1668,Renault KWID,Renault,KWID,3,9800,Dealer,Petrol,Automatic,24.04,999,67.0,5,415000,1300
1669,Renault KWID,Renault,KWID,4,17000,Dealer,Petrol,Automatic,24.04,999,67.0,5,385000,1301
1670,Renault KWID,Renault,KWID,2,10695,Dealer,Petrol,Manual,23.01,999,67.0,5,395000,1302
1671,Renault KWID,Renault,KWID,5,50700,Dealer,Petrol,Manual,23.01,999,67.0,5,340000,1303
1672,Renault KWID,Renault,KWID,4,15000,Dealer,Petrol,Manual,23.01,999,67.0,5,330000,1304
1673,Renault KWID,Renault,KWID,6,60000,Dealer,Petrol,Manual,23.01,999,67.0,5,315000,1305
1674,Renault KWID,Renault,KWID,4,29000,Dealer,Petrol,Automatic,24.04,999,67.0,5,400000,1306
1675,Renault KWID,Renault,KWID,4,33000,Dealer,Petrol,Automatic,24.04,999,67.0,5,395000,1307
1676,Renault KWID,Renault,KWID,5,34000,Dealer,Petrol,Manual,23.01,999,67.0,5,385000,1308
1677,Renault KWID,Renault,KWID,3,9200,Dealer,Petrol,Manual,23.01,999,67.0,5,450000,1309
1678,Renault KWID,Renault,KWID,5,45500,Dealer,Petrol,Manual,23.01,999,67.0,5,325000,1310
1679,Renault KWID,Renault,KWID,2,26500,Dealer,Petrol,Manual,23.01,999,67.0,5,353000,1311
1682,Renault KWID,Renault,KWID,4,35914,Dealer,Petrol,Manual,23.01,999,67.0,5,380000,1312
1683,Renault KWID,Renault,KWID,3,9000,Dealer,Petrol,Automatic,23.01,999,67.0,5,445000,1313
1685,Renault KWID,Renault,KWID,3,8000,Dealer,Petrol,Automatic,24.04,999,67.0,5,430000,1314
1686,Renault KWID,Renault,KWID,3,29000,Dealer,Petrol,Manual,23.01,999,67.0,5,370000,1315
1688,Renault KWID,Renault,KWID,5,32736,Dealer,Petrol,Manual,23.01,999,67.0,5,310000,1316
1690,Renault KWID,Renault,KWID,5,54701,Dealer,Petrol,Manual,23.01,999,67.0,5,260000,1317
1691,Renault KWID,Renault,KWID,5,58000,Dealer,Petrol,Manual,23.01,999,67.0,5,345000,1318
1692,Renault KWID,Renault,KWID,3,1973,Dealer,Petrol,Automatic,24.04,999,67.0,5,485000,1319
1693,Renault KWID,Renault,KWID,2,11000,Dealer,Petrol,Manual,23.01,999,67.0,5,450000,1320
1694,Renault KWID,Renault,KWID,3,34000,Dealer,Petrol,Manual,23.01,999,67.0,5,460000,1321
1695,Renault KWID,Renault,KWID,4,22017,Dealer,Petrol,Manual,23.01,999,67.0,5,380000,1322
1696,Renault KWID,Renault,KWID,1,3960,Dealer,Petrol,Automatic,22.0,999,67.0,5,550000,1323
1699,Renault KWID,Renault,KWID,4,34000,Dealer,Petrol,Automatic,24.04,999,67.0,5,395000,1324
1700,Renault KWID,Renault,KWID,3,30941,Dealer,Petrol,Manual,23.01,999,67.0,5,354000,1325
1701,Renault KWID,Renault,KWID,3,9000,Dealer,Petrol,Automatic,23.01,999,67.0,5,420000,1326
1703,Renault KWID,Renault,KWID,3,8977,Dealer,Petrol,Automatic,24.04,999,67.0,5,490000,1327
1705,Renault KWID,Renault,KWID,3,41000,Dealer,Petrol,Manual,23.01,999,67.0,5,395000,1328
1707,Renault KWID,Renault,KWID,2,1100,Dealer,Petrol,Manual,23.01,999,67.0,5,450000,1329
1709,Renault KWID,Renault,KWID,3,48500,Dealer,Petrol,Manual,23.01,999,67.0,5,385000,1330
1711,Renault KWID,Renault,KWID,3,9000,Dealer,Petrol,Automatic,24.04,999,67.0,5,450000,1331
1712,Renault KWID,Renault,KWID,5,63000,Dealer,Petrol,Manual,23.01,999,67.0,5,350000,1332
1713,Renault KWID,Renault,KWID,4,20914,Dealer,Petrol,Manual,23.01,999,67.0,5,340000,1333
1714,Renault KWID,Renault,KWID,2,6378,Dealer,Petrol,Manual,23.01,999,67.0,5,399000,1334
1715,Renault KWID,Renault,KWID,3,7000,Dealer,Petrol,Automatic,24.04,999,67.0,5,330000,1335
1716,Renault KWID,Renault,KWID,4,18000,Dealer,Petrol,Manual,23.01,999,67.0,5,265000,1336
1717,Renault KWID,Renault,KWID,2,4500,Dealer,Petrol,Automatic,24.04,999,67.0,5,500000,1337
1718,Renault KWID,Renault,KWID,2,4269,Dealer,Petrol,Automatic,24.04,999,67.0,5,415000,1338
1719,Renault KWID,Renault,KWID,3,23000,Dealer,Petrol,Manual,23.01,999,67.0,5,310000,1339
1720,Renault KWID,Renault,KWID,3,25000,Dealer,Petrol,Automatic,24.04,999,67.0,5,370000,1340
1722,Renault KWID,Renault,KWID,3,11051,Dealer,Petrol,Manual,23.01,999,67.0,5,365000,1341
1723,Renault KWID,Renault,KWID,4,20000,Dealer,Petrol,Manual,23.01,999,67.0,5,375000,1342
1724,Renault KWID,Renault,KWID,4,22000,Dealer,Petrol,Manual,23.01,999,67.0,5,295000,1343
1725,Renault KWID,Renault,KWID,4,35017,Dealer,Petrol,Automatic,24.04,999,67.0,5,385000,1344
1726,Renault KWID,Renault,KWID,5,24668,Dealer,Petrol,Automatic,24.04,999,67.0,5,345000,1345
1729,Renault KWID,Renault,KWID,2,8500,Dealer,Petrol,Automatic,24.04,999,67.0,5,425000,1346
1730,Renault KWID,Renault,KWID,3,35000,Dealer,Petrol,Automatic,24.04,999,67.0,5,375000,1347
1731,Renault KWID,Renault,KWID,4,57000,Dealer,Petrol,Manual,23.01,999,67.0,5,425000,1348
1732,Renault KWID,Renault,KWID,4,30000,Dealer,Petrol,Manual,23.01,999,67.0,5,340000,1349
1734,Renault KWID,Renault,KWID,3,21000,Dealer,Petrol,Automatic,24.04,999,67.0,5,450000,1350
1735,Renault KWID,Renault,KWID,3,35000,Dealer,Petrol,Manual,23.01,999,67.0,5,415000,1351
1736,Renault KWID,Renault,KWID,4,35000,Dealer,Petrol,Automatic,24.04,999,67.0,5,435000,1352
1737,Renault KWID,Renault,KWID,4,35000,Dealer,Petrol,Automatic,24.04,999,67.0,5,405000,1353
1739,Renault KWID,Renault,KWID,3,8627,Dealer,Petrol,Manual,21.74,999,67.0,5,385000,1354
1740,Renault KWID,Renault,KWID,4,12000,Dealer,Petrol,Manual,23.01,999,67.0,5,385000,1355
1741,Renault KWID,Renault,KWID,4,36628,Dealer,Petrol,Manual,23.01,999,67.0,5,420000,1356
1742,Renault KWID,Renault,KWID,3,16000,Dealer,Petrol,Automatic,24.04,999,67.0,5,465000,1357
1743,Renault KWID,Renault,KWID,5,40087,Dealer,Petrol,Manual,23.01,999,67.0,5,310000,1358
1744,Renault KWID,Renault,KWID,4,12500,Dealer,Petrol,Automatic,24.04,999,67.0,5,445000,1359
1745,Renault KWID,Renault,KWID,4,15335,Dealer,Petrol,Manual,23.01,999,67.0,5,380000,1360
1746,Renault KWID,Renault,KWID,4,25000,Dealer,Petrol,Manual,23.01,999,67.0,5,390000,1361
1747,Renault KWID,Renault,KWID,2,13000,Dealer,Petrol,Manual,23.01,999,67.0,5,445000,1362
1748,Renault KWID,Renault,KWID,2,18000,Dealer,Petrol,Manual,23.01,999,67.0,5,470000,1363
1749,Renault KWID,Renault,KWID,3,30000,Dealer,Petrol,Manual,23.01,999,67.0,5,410000,1364
1750,Renault KWID,Renault,KWID,4,29847,Dealer,Petrol,Automatic,24.04,999,67.0,5,485000,1365
1751,Renault KWID,Renault,KWID,4,30000,Individual,Petrol,Manual,23.01,999,67.0,5,340000,1366
1752,Renault KWID,Renault,KWID,3,22000,Individual,Petrol,Manual,23.01,999,67.0,5,330000,1367
1753,Renault KWID,Renault,KWID,4,17000,Individual,Petrol,Manual,23.01,999,67.0,5,360000,1368
1755,Renault KWID,Renault,KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000,1369
1756,Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Automatic,24.04,999,67.0,5,370000,1370
1757,Renault KWID,Renault,KWID,3,15000,Individual,Petrol,Automatic,24.04,999,67.0,5,310000,1371
1758,Renault KWID,Renault,KWID,2,2500,Individual,Petrol,Manual,23.01,999,67.0,5,400000,1372
1759,Renault KWID,Renault,KWID,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,350000,1373
1761,Renault KWID,Renault,KWID,2,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,400000,1374
1764,Renault KWID,Renault,KWID,3,22000,Individual,Petrol,Manual,23.01,999,67.0,5,306000,1375
1765,Renault KWID,Renault,KWID,4,40000,Individual,Petrol,Manual,23.01,999,67.0,5,260000,1376
1766,Renault KWID,Renault,KWID,4,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,341000,1377
1767,Renault KWID,Renault,KWID,3,20000,Individual,Petrol,Manual,23.01,999,67.0,5,367000,1378
1769,Renault KWID,Renault,KWID,5,25000,Individual,Petrol,Manual,23.01,999,67.0,5,300000,1379
1770,Renault KWID,Renault,KWID,4,16000,Individual,Petrol,Manual,23.01,999,67.0,5,315000,1380
1771,Renault KWID,Renault,KWID,4,20000,Individual,Petrol,Manual,23.01,999,67.0,5,350000,1381
1775,Renault KWID,Renault,KWID,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,350000,1382
1776,Renault KWID,Renault,KWID,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,375000,1383
1777,Renault KWID,Renault,KWID,1,5000,Individual,Petrol,Automatic,24.04,999,67.0,5,400000,1384
1778,Renault KWID,Renault,KWID,2,27000,Individual,Petrol,Automatic,24.04,999,67.0,5,460000,1385
1781,Renault KWID,Renault,KWID,5,25000,Individual,Petrol,Manual,23.01,999,67.0,5,250000,1386
1782,Renault KWID,Renault,KWID,4,50000,Individual,Petrol,Manual,23.01,999,67.0,5,310000,1387
1784,Renault KWID,Renault,KWID,2,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,448000,1388
1786,Renault KWID,Renault,KWID,4,110000,Individual,Petrol,Manual,23.01,999,67.0,5,200000,1389
1788,Renault KWID,Renault,KWID,4,10000,Individual,Petrol,Manual,23.01,999,67.0,5,400000,1390
1789,Renault KWID,Renault,KWID,4,60000,Individual,Petrol,Manual,23.01,999,67.0,5,350000,1391
1790,Renault KWID,Renault,KWID,1,1200,Individual,Petrol,Automatic,22.0,999,67.0,5,450000,1392
1791,Renault KWID,Renault,KWID,3,20000,Individual,Petrol,Manual,23.01,999,67.0,5,340000,1393
1792,Renault KWID,Renault,KWID,3,14000,Individual,Petrol,Manual,23.01,999,67.0,5,370000,1394
1793,Renault KWID,Renault,KWID,4,25000,Individual,Petrol,Manual,23.01,999,67.0,5,250000,1395
1796,Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Manual,23.01,999,67.0,5,299000,1396
1797,Renault KWID,Renault,KWID,3,40000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000,1397
1798,Renault KWID,Renault,KWID,4,15000,Individual,Petrol,Manual,23.01,999,67.0,5,350000,1398
1799,Renault KWID,Renault,KWID,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,380000,1399
1800,Renault KWID,Renault,KWID,4,70000,Individual,Petrol,Manual,23.01,999,67.0,5,345000,1400
1801,Renault KWID,Renault,KWID,3,21400,Individual,Petrol,Manual,23.01,999,67.0,5,365000,1401
1802,Renault KWID,Renault,KWID,2,30000,Individual,Petrol,Manual,23.01,999,67.0,5,350000,1402
1803,Renault KWID,Renault,KWID,5,40000,Individual,Petrol,Manual,23.01,999,67.0,5,255000,1403
1804,Renault KWID,Renault,KWID,4,24000,Individual,Petrol,Manual,23.01,999,67.0,5,330000,1404
1806,Renault KWID,Renault,KWID,5,25500,Individual,Petrol,Manual,23.01,999,67.0,5,270000,1405
1808,Renault KWID,Renault,KWID,5,15000,Individual,Petrol,Manual,23.01,999,67.0,5,300000,1406
1809,Renault KWID,Renault,KWID,3,20000,Individual,Petrol,Automatic,24.04,999,67.0,5,330000,1407
1810,Renault KWID,Renault,KWID,5,60000,Individual,Petrol,Manual,23.01,999,67.0,5,215000,1408
1811,Renault KWID,Renault,KWID,1,25000,Individual,Petrol,Manual,23.01,999,67.0,5,300000,1409
1812,Renault KWID,Renault,KWID,4,25000,Individual,Petrol,Manual,23.01,999,67.0,5,285000,1410
1813,Renault KWID,Renault,KWID,4,9748,Individual,Petrol,Manual,23.01,999,67.0,5,350000,1411
1815,Renault KWID,Renault,KWID,2,12123,Individual,Petrol,Manual,23.01,999,67.0,5,375000,1412
1816,Renault KWID,Renault,KWID,5,15000,Individual,Petrol,Manual,23.01,999,67.0,5,370000,1413
1818,Renault KWID,Renault,KWID,4,30000,Individual,Petrol,Automatic,24.04,999,67.0,5,320000,1414
1819,Renault KWID,Renault,KWID,4,9265,Individual,Petrol,Manual,23.01,999,67.0,5,350000,1415
1820,Renault KWID,Renault,KWID,2,7000,Individual,Petrol,Automatic,24.04,999,67.0,5,490000,1416
1821,Renault KWID,Renault,KWID,5,45000,Individual,Petrol,Manual,23.01,999,67.0,5,225000,1417
1822,Renault KWID,Renault,KWID,2,14000,Individual,Petrol,Manual,23.01,999,67.0,5,390000,1418
1823,Renault KWID,Renault,KWID,2,10000,Individual,Petrol,Manual,23.01,999,67.0,5,410000,1419
1824,Renault KWID,Renault,KWID,3,15000,Individual,Petrol,Manual,23.01,999,67.0,5,410000,1420
1825,Renault KWID,Renault,KWID,2,25000,Individual,Petrol,Manual,23.01,999,67.0,5,335000,1421
1826,Renault KWID,Renault,KWID,4,13800,Individual,Petrol,Manual,23.01,999,67.0,5,360000,1422
1827,Renault KWID,Renault,KWID,2,15000,Individual,Petrol,Manual,23.01,999,67.0,5,400000,1423
1829,Renault KWID,Renault,KWID,3,28000,Individual,Petrol,Manual,23.01,999,67.0,5,345000,1424
1830,Renault KWID,Renault,KWID,2,8500,Individual,Petrol,Manual,23.01,999,67.0,5,440000,1425
1832,Renault KWID,Renault,KWID,3,40000,Individual,Petrol,Automatic,24.04,999,67.0,5,300000,1426
1834,Renault KWID,Renault,KWID,4,40000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000,1427
1835,Renault KWID,Renault,KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000,1428
1837,Renault KWID,Renault,KWID,4,25000,Individual,Petrol,Manual,23.01,999,67.0,5,310000,1429
1838,Renault KWID,Renault,KWID,3,12500,Individual,Petrol,Automatic,24.04,999,67.0,5,345000,1430
1840,Renault KWID,Renault,KWID,1,5000,Individual,Petrol,Automatic,24.04,999,67.0,5,472000,1431
1841,Renault KWID,Renault,KWID,3,17500,Individual,Petrol,Manual,23.01,999,67.0,5,360000,1432
1842,Renault KWID,Renault,KWID,4,25000,Individual,Petrol,Manual,23.01,999,67.0,5,330000,1433
1844,Renault KWID,Renault,KWID,4,60000,Individual,Petrol,Automatic,24.04,999,67.0,5,380000,1434
1846,Renault KWID,Renault,KWID,4,15000,Individual,Petrol,Manual,23.01,999,67.0,5,370000,1435
1849,Renault KWID,Renault,KWID,1,10000,Individual,Petrol,Manual,23.01,999,67.0,5,470000,1436
1850,Renault KWID,Renault,KWID,3,28000,Individual,Petrol,Manual,23.01,999,67.0,5,420000,1437
1851,Renault KWID,Renault,KWID,4,20000,Individual,Petrol,Automatic,24.04,999,67.0,5,375000,1438
1852,Datsun RediGO,Datsun,RediGO,4,40000,Dealer,Petrol,Manual,22.5,999,67.0,5,295000,1439
1854,Datsun RediGO,Datsun,RediGO,4,45000,Dealer,Petrol,Manual,22.5,999,67.0,5,255000,1440
1855,Datsun RediGO,Datsun,RediGO,4,20000,Dealer,Petrol,Manual,22.5,999,67.0,5,271000,1441
1856,Datsun RediGO,Datsun,RediGO,3,3200,Dealer,Petrol,Automatic,23.0,999,67.0,5,346000,1442
1857,Datsun RediGO,Datsun,RediGO,1,1001,Dealer,Petrol,Automatic,23.0,999,67.0,5,425000,1443
1859,Datsun RediGO,Datsun,RediGO,4,45138,Dealer,Petrol,Manual,22.5,999,67.0,5,322000,1444
1860,Datsun RediGO,Datsun,RediGO,4,20260,Dealer,Petrol,Manual,22.5,999,67.0,5,245000,1445
1861,Datsun RediGO,Datsun,RediGO,3,14000,Dealer,Petrol,Automatic,23.0,999,67.0,5,349000,1446
1862,Datsun RediGO,Datsun,RediGO,3,14001,Dealer,Petrol,Automatic,23.0,999,67.0,5,349000,1447
1863,Datsun RediGO,Datsun,RediGO,3,22500,Dealer,Petrol,Manual,22.5,999,67.0,5,280000,1448
1864,Datsun RediGO,Datsun,RediGO,3,18628,Dealer,Petrol,Automatic,22.5,999,67.0,5,270000,1449
1865,Datsun RediGO,Datsun,RediGO,3,30000,Individual,Petrol,Manual,22.5,999,67.0,5,270000,1450
1866,Datsun RediGO,Datsun,RediGO,4,15000,Individual,Petrol,Manual,22.5,999,67.0,5,300000,1451
1867,Datsun RediGO,Datsun,RediGO,3,30000,Individual,Petrol,Manual,22.5,999,67.0,5,255000,1452
1868,Datsun RediGO,Datsun,RediGO,3,40000,Individual,Petrol,Manual,22.5,999,67.0,5,350000,1453
1869,Datsun RediGO,Datsun,RediGO,4,40000,Individual,Petrol,Manual,22.5,999,67.0,5,260000,1454
1870,Datsun RediGO,Datsun,RediGO,3,30000,Individual,Petrol,Manual,22.5,999,67.0,5,300000,1455
1872,Datsun RediGO,Datsun,RediGO,2,20000,Individual,Petrol,Automatic,22.5,999,67.0,5,270000,1456
1873,Datsun RediGO,Datsun,RediGO,3,10400,Individual,Petrol,Manual,22.5,999,67.0,5,300000,1457
1874,Datsun RediGO,Datsun,RediGO,4,35000,Individual,Petrol,Manual,22.5,999,67.0,5,250000,1458
1875,Maruti S-Presso,Maruti,S-Presso,2,12000,Dealer,Petrol,Manual,21.7,998,67.0,5,400000,1459
1876,Maruti S-Presso,Maruti,S-Presso,2,8400,Individual,Petrol,Manual,21.7,998,67.0,5,420000,1460
1877,Maruti S-Presso,Maruti,S-Presso,2,3000,Individual,Petrol,Manual,21.7,998,67.0,5,432000,1461
1878,Maruti S-Presso,Maruti,S-Presso,2,8500,Individual,Petrol,Manual,21.7,998,67.0,5,430000,1462
1879,Maruti S-Presso,Maruti,S-Presso,1,1000,Individual,Petrol,Manual,21.7,998,67.0,5,490000,1463
1882,Maruti S-Presso,Maruti,S-Presso,2,5000,Individual,Petrol,Manual,21.7,998,67.0,5,420000,1464
1883,Maruti S-Presso,Maruti,S-Presso,1,4500,Individual,Petrol,Manual,21.7,998,67.0,5,550000,1465
1884,Maruti S-Presso,Maruti,S-Presso,1,2000,Individual,Petrol,Manual,21.7,998,67.0,5,450000,1466
1885,Maruti S-Presso,Maruti,S-Presso,2,10000,Individual,Petrol,Manual,21.7,998,67.0,5,425000,1467
1886,Maruti S-Presso,Maruti,S-Presso,0,5000,Individual,Petrol,Manual,21.7,998,67.0,5,500000,1468
1887,Maruti S-Presso,Maruti,S-Presso,2,5000,Individual,Petrol,Manual,21.7,998,67.0,5,455000,1469
